bin,encoder_phase_counts,detrended_error_arcsec
3.810000000000000000e+02,1.248460800000000017e+05,-1.803871914615822858e+00
3.820000000000000000e+02,1.251737600000000093e+05,-2.067833637614272302e+00
3.830000000000000000e+02,1.255014400000000023e+05,-2.746462437023184489e+00
3.840000000000000000e+02,1.258291199999999953e+05,-3.212411880517546336e+00
3.850000000000000000e+02,1.261568000000000029e+05,-3.809457729264335679e+00
3.860000000000000000e+02,1.264844799999999959e+05,-4.780457555643656598e+00
3.870000000000000000e+02,1.268121600000000035e+05,-5.183766555164648793e+00
3.880000000000000000e+02,1.271398399999999965e+05,-5.465863741821590516e+00
3.890000000000000000e+02,1.274675200000000041e+05,-6.074083143445811572e+00
3.900000000000000000e+02,1.277951999999999971e+05,-6.574000209906952996e+00
3.910000000000000000e+02,1.281228800000000047e+05,-7.275274390939483915e+00
3.920000000000000000e+02,1.284505599999999977e+05,-7.912895461575277345e+00
3.930000000000000000e+02,1.287782400000000052e+05,-8.344771935873511737e+00
3.940000000000000000e+02,1.291059199999999983e+05,-9.080596468651139119e+00
3.950000000000000000e+02,1.294336000000000058e+05,-9.842890428165306460e+00
3.960000000000000000e+02,1.297612799999999988e+05,-1.049419691070732874e+01
3.970000000000000000e+02,1.300889600000000064e+05,-1.101567651035746387e+01
3.980000000000000000e+02,1.304166399999999994e+05,-1.154023766333989620e+01
3.990000000000000000e+02,1.307443200000000070e+05,-1.232608026981304583e+01
4.000000000000000000e+02,1.310720000000000000e+05,-1.298766398002410227e+01
4.010000000000000000e+02,1.313996799999999930e+05,-1.330693571457572766e+01
4.020000000000000000e+02,1.317273600000000151e+05,-1.373298430189590924e+01
4.030000000000000000e+02,1.320550400000000081e+05,-1.437802138662728879e+01
4.040000000000000000e+02,1.323827200000000012e+05,-1.496948906492153064e+01
4.050000000000000000e+02,1.327103999999999942e+05,-1.547483787337454686e+01
4.060000000000000000e+02,1.330380800000000163e+05,-1.531337165964963454e+01
4.070000000000000000e+02,1.333657600000000093e+05,-1.564611301522916342e+01
4.080000000000000000e+02,1.336934400000000023e+05,-1.663702193805027107e+01
4.090000000000000000e+02,1.340211199999999953e+05,-1.755358031721614864e+01
4.100000000000000000e+02,1.343487999999999884e+05,-1.847714375887780847e+01
4.110000000000000000e+02,1.346764800000000105e+05,-1.856124822162150778e+01
4.120000000000000000e+02,1.350041600000000035e+05,-1.868704354525673139e+01
4.130000000000000000e+02,1.353318399999999965e+05,-1.919781884888178425e+01
4.140000000000000000e+02,1.356595199999999895e+05,-1.991316461751680933e+01
4.150000000000000000e+02,1.359872000000000116e+05,-2.052643831343733538e+01
4.160000000000000000e+02,1.363148800000000047e+05,-2.098578447542374548e+01
4.170000000000000000e+02,1.366425599999999977e+05,-2.092796137477916929e+01
4.180000000000000000e+02,1.369702399999999907e+05,-2.100019456341131630e+01
4.190000000000000000e+02,1.372979200000000128e+05,-2.150390541968631553e+01
4.200000000000000000e+02,1.376256000000000058e+05,-2.209004989277436337e+01
4.210000000000000000e+02,1.379532799999999988e+05,-2.277222450478250337e+01
4.220000000000000000e+02,1.382809599999999919e+05,-2.246873232382215591e+01
4.230000000000000000e+02,1.386086400000000140e+05,-2.186769334846684387e+01
4.240000000000000000e+02,1.389363200000000070e+05,-2.197888001592824025e+01
4.250000000000000000e+02,1.392640000000000000e+05,-2.237828800700531318e+01
4.260000000000000000e+02,1.395916799999999930e+05,-2.275025165672956362e+01
4.270000000000000000e+02,1.399193600000000151e+05,-2.258490381260463664e+01
4.280000000000000000e+02,1.402470400000000081e+05,-2.219440312722786146e+01
4.290000000000000000e+02,1.405747200000000012e+05,-2.215813540943768700e+01
4.300000000000000000e+02,1.409023999999999942e+05,-2.218855631206918133e+01
4.310000000000000000e+02,1.412300800000000163e+05,-2.226113003327391837e+01
4.320000000000000000e+02,1.415577600000000093e+05,-2.223010541655673933e+01
4.330000000000000000e+02,1.418854400000000023e+05,-2.196634951591376606e+01
4.340000000000000000e+02,1.422131199999999953e+05,-2.169837839899544107e+01
4.350000000000000000e+02,1.425408000000000175e+05,-2.147903094855602646e+01
4.360000000000000000e+02,1.428684800000000105e+05,-2.144940124498664247e+01
4.370000000000000000e+02,1.431961600000000035e+05,-2.124107446092626716e+01
4.380000000000000000e+02,1.435238399999999965e+05,-2.092579419603216095e+01
4.390000000000000000e+02,1.438515199999999895e+05,-2.060012762367086481e+01
4.400000000000000000e+02,1.441792000000000116e+05,-2.014680930204437104e+01
4.410000000000000000e+02,1.445068800000000047e+05,-1.987469595835317548e+01
4.420000000000000000e+02,1.448345599999999977e+05,-1.981510786766775922e+01
4.430000000000000000e+02,1.451622399999999907e+05,-1.979567815063622405e+01
4.440000000000000000e+02,1.454899200000000128e+05,-1.924582381293289046e+01
4.450000000000000000e+02,1.458176000000000058e+05,-1.911454404629341397e+01
4.460000000000000000e+02,1.461452799999999988e+05,-1.875437815480058745e+01
4.470000000000000000e+02,1.464729599999999919e+05,-1.870133556041318101e+01
4.480000000000000000e+02,1.468006400000000140e+05,-1.879359494840351985e+01
4.490000000000000000e+02,1.471283200000000070e+05,-1.879143520452747751e+01
4.500000000000000000e+02,1.474560000000000000e+05,-1.867996738978444426e+01
4.510000000000000000e+02,1.477836799999999930e+05,-1.809975787757394272e+01
4.520000000000000000e+02,1.481113600000000151e+05,-1.779519618207276466e+01
4.530000000000000000e+02,1.484390400000000081e+05,-1.803801354148682279e+01
4.540000000000000000e+02,1.487667200000000012e+05,-1.828197093807867901e+01
4.550000000000000000e+02,1.490943999999999942e+05,-1.824766957342410834e+01
4.560000000000000000e+02,1.494220800000000163e+05,-1.772530531818963340e+01
4.570000000000000000e+02,1.497497600000000093e+05,-1.698656024005672549e+01
4.580000000000000000e+02,1.500774400000000023e+05,-1.736318693355164910e+01
4.590000000000000000e+02,1.504051199999999953e+05,-1.838176597600334006e+01
4.600000000000000000e+02,1.507328000000000175e+05,-1.852974729108785112e+01
4.610000000000000000e+02,1.510604800000000105e+05,-1.794121577194323081e+01
4.620000000000000000e+02,1.513881600000000035e+05,-1.756547260660726195e+01
4.630000000000000000e+02,1.517158399999999965e+05,-1.817270669233123570e+01
4.640000000000000000e+02,1.520435199999999895e+05,-1.917555820624142271e+01
4.650000000000000000e+02,1.523712000000000116e+05,-1.971916627594740845e+01
4.660000000000000000e+02,1.526988800000000047e+05,-1.938515666913783875e+01
4.670000000000000000e+02,1.530265599999999977e+05,-1.879870818148948075e+01
4.680000000000000000e+02,1.533542399999999907e+05,-1.908088776341454817e+01
4.690000000000000000e+02,1.536819200000000128e+05,-2.024955418359450832e+01
4.700000000000000000e+02,1.540096000000000058e+05,-2.148259232041343125e+01
4.710000000000000000e+02,1.543372799999999988e+05,-2.193192081072750810e+01
4.720000000000000000e+02,1.546649599999999919e+05,-2.177522193007007445e+01
4.730000000000000000e+02,1.549926400000000140e+05,-2.191770470469293741e+01
4.740000000000000000e+02,1.553203200000000070e+05,-2.292740832788803118e+01
4.750000000000000000e+02,1.556480000000000000e+05,-2.417275059469693588e+01
4.760000000000000000e+02,1.559756799999999930e+05,-2.485669698255300730e+01
4.770000000000000000e+02,1.563033600000000151e+05,-2.529947872912766726e+01
4.780000000000000000e+02,1.566310400000000081e+05,-2.561938022654034697e+01
4.790000000000000000e+02,1.569587200000000012e+05,-2.594264731571648852e+01
4.800000000000000000e+02,1.572863999999999942e+05,-2.684390004937973728e+01
4.810000000000000000e+02,1.576140800000000163e+05,-2.717811738576213543e+01
4.820000000000000000e+02,1.579417600000000093e+05,-2.716603662471793612e+01
4.830000000000000000e+02,1.582694400000000023e+05,-2.725729707223125686e+01
4.840000000000000000e+02,1.585971199999999953e+05,-2.751191687611528280e+01
4.850000000000000000e+02,1.589248000000000175e+05,-2.781948494031347607e+01
4.860000000000000000e+02,1.592524800000000105e+05,-2.803120713301524347e+01
4.870000000000000000e+02,1.595801600000000035e+05,-2.805005539039437323e+01
4.880000000000000000e+02,1.599078399999999965e+05,-2.770722853120598117e+01
4.890000000000000000e+02,1.602355199999999895e+05,-2.776714313823902103e+01
4.900000000000000000e+02,1.605632000000000116e+05,-2.773759603849100586e+01
4.910000000000000000e+02,1.608908800000000047e+05,-2.805409113335086957e+01
4.920000000000000000e+02,1.612185599999999977e+05,-2.763830084813039889e+01
4.930000000000000000e+02,1.615462399999999907e+05,-2.731399679127295599e+01
4.940000000000000000e+02,1.618739200000000128e+05,-2.687700574388384211e+01
4.950000000000000000e+02,1.622016000000000058e+05,-2.695030260478196737e+01
4.960000000000000000e+02,1.625292799999999988e+05,-2.757082568253924748e+01
4.970000000000000000e+02,1.628569599999999919e+05,-2.737667380684031926e+01
4.980000000000000000e+02,1.631846400000000140e+05,-2.665506582241594558e+01
4.990000000000000000e+02,1.635123200000000070e+05,-2.620176786573634331e+01
5.000000000000000000e+02,1.638400000000000000e+05,-2.647676022926726702e+01
5.010000000000000000e+02,1.641676799999999930e+05,-2.719443714071194407e+01
5.020000000000000000e+02,1.644953600000000151e+05,-2.688787486408621774e+01
5.030000000000000000e+02,1.648230400000000081e+05,-2.613619997247523585e+01
5.040000000000000000e+02,1.651507200000000012e+05,-2.560307806989385426e+01
5.050000000000000000e+02,1.654783999999999942e+05,-2.576594187481719089e+01
5.060000000000000000e+02,1.658060800000000163e+05,-2.651157477366124837e+01
5.070000000000000000e+02,1.661337600000000093e+05,-2.631539361267660482e+01
5.080000000000000000e+02,1.664614400000000023e+05,-2.557664685535916149e+01
5.090000000000000000e+02,1.667891199999999953e+05,-2.503009049058125512e+01
5.100000000000000000e+02,1.671168000000000175e+05,-2.499783814499592793e+01
5.110000000000000000e+02,1.674444800000000105e+05,-2.504960558062479592e+01
