bin,encoder_phase_counts,detrended_error_arcsec
1.990000000000000000e+02,6.520831999999999971e+04,1.104441367005237140e+01
2.000000000000000000e+02,6.553600000000000000e+04,1.180499351385137352e+01
2.010000000000000000e+02,6.586368000000000757e+04,1.198929562907108171e+01
2.020000000000000000e+02,6.619136000000000058e+04,1.228390096987900648e+01
2.030000000000000000e+02,6.651904000000000815e+04,1.214985332335260004e+01
2.040000000000000000e+02,6.684672000000000116e+04,1.255335141668147791e+01
2.050000000000000000e+02,6.717439999999999418e+04,1.305608743362742707e+01
2.060000000000000000e+02,6.750208000000000175e+04,1.317885017966471928e+01
2.070000000000000000e+02,6.782975999999999476e+04,1.325368648012034889e+01
2.080000000000000000e+02,6.815744000000000233e+04,1.321018690825625974e+01
2.090000000000000000e+02,6.848511999999999534e+04,1.333307299279815794e+01
2.100000000000000000e+02,6.881280000000000291e+04,1.434902574105503703e+01
2.110000000000000000e+02,6.914047999999999593e+04,1.495080284772661905e+01
2.120000000000000000e+02,6.946816000000000349e+04,1.526801920767902487e+01
2.130000000000000000e+02,6.979583999999999651e+04,1.485139742366395232e+01
2.140000000000000000e+02,7.012352000000000407e+04,1.457585618707487818e+01
2.150000000000000000e+02,7.045119999999999709e+04,1.549116182677108355e+01
2.160000000000000000e+02,7.077888000000000466e+04,1.602089858248393384e+01
2.170000000000000000e+02,7.110655999999999767e+04,1.572564798530968488e+01
2.180000000000000000e+02,7.143424000000000524e+04,1.489236928105242619e+01
2.190000000000000000e+02,7.176191999999999825e+04,1.410957687757797707e+01
2.200000000000000000e+02,7.208960000000000582e+04,1.440442248558412253e+01
2.210000000000000000e+02,7.241727999999999884e+04,1.508917775502406045e+01
2.220000000000000000e+02,7.274496000000000640e+04,1.472637222925441058e+01
2.230000000000000000e+02,7.307263999999999942e+04,1.381019885284491799e+01
2.240000000000000000e+02,7.340032000000000698e+04,1.280537658064347539e+01
2.250000000000000000e+02,7.372800000000000000e+04,1.299595930722312964e+01
2.260000000000000000e+02,7.405568000000000757e+04,1.408526619827645909e+01
2.270000000000000000e+02,7.438336000000000058e+04,1.396707957812872536e+01
2.280000000000000000e+02,7.471104000000000815e+04,1.319160701500378963e+01
2.290000000000000000e+02,7.503872000000000116e+04,1.215920967884745885e+01
2.300000000000000000e+02,7.536640000000000873e+04,1.240717666706517441e+01
2.310000000000000000e+02,7.569408000000000175e+04,1.355943279163910375e+01
2.320000000000000000e+02,7.602175999999999476e+04,1.416580729853220255e+01
2.330000000000000000e+02,7.634944000000000233e+04,1.378209844031674614e+01
2.340000000000000000e+02,7.667711999999999534e+04,1.324249857873910408e+01
2.350000000000000000e+02,7.700480000000000291e+04,1.345992017493846227e+01
2.360000000000000000e+02,7.733247999999999593e+04,1.464238701492277350e+01
2.370000000000000000e+02,7.766016000000000349e+04,1.543319371451804223e+01
2.380000000000000000e+02,7.798783999999999651e+04,1.556992686435618900e+01
2.390000000000000000e+02,7.831552000000000407e+04,1.515158059364014065e+01
2.400000000000000000e+02,7.864319999999999709e+04,1.544666600959271641e+01
2.410000000000000000e+02,7.897088000000000466e+04,1.690153125943695400e+01
2.420000000000000000e+02,7.929855999999999767e+04,1.794298229417162105e+01
2.430000000000000000e+02,7.962624000000000524e+04,1.816355655360134236e+01
