bin,encoder_phase_counts,detrended_error_arcsec
3.810000000000000000e+02,1.248460800000000017e+05,2.196698146113934325e+00
3.820000000000000000e+02,1.251737600000000093e+05,2.210732396376612119e+00
3.830000000000000000e+02,1.255014400000000023e+05,2.034420922719214708e+00
3.840000000000000000e+02,1.258291199999999953e+05,2.028249459782631714e+00
3.850000000000000000e+02,1.261568000000000029e+05,2.991313575232914079e+00
3.860000000000000000e+02,1.264844799999999959e+05,3.213162494214980569e+00
3.870000000000000000e+02,1.268121600000000035e+05,2.867692672284748223e+00
3.880000000000000000e+02,1.271398399999999965e+05,2.438487025168096789e+00
3.890000000000000000e+02,1.274675200000000041e+05,1.749355370407230659e+00
3.900000000000000000e+02,1.277951999999999971e+05,1.966904305193325264e+00
3.910000000000000000e+02,1.281228800000000047e+05,2.520433238083664929e+00
3.920000000000000000e+02,1.284505599999999977e+05,2.606656742456404441e+00
3.930000000000000000e+02,1.287782400000000052e+05,2.468374898533979067e+00
3.940000000000000000e+02,1.291059199999999983e+05,1.874119300514160535e+00
3.950000000000000000e+02,1.294336000000000058e+05,1.479813039397667618e+00
3.960000000000000000e+02,1.297612799999999988e+05,1.770277456764097090e+00
3.970000000000000000e+02,1.300889600000000064e+05,2.253640368783160319e+00
3.980000000000000000e+02,1.304166399999999994e+05,2.462071958398738936e+00
3.990000000000000000e+02,1.307443200000000070e+05,1.567921558995698073e+00
4.000000000000000000e+02,1.310720000000000000e+05,2.735746020809684542e-01
4.010000000000000000e+02,1.313996799999999930e+05,2.644826830755381830e-01
4.020000000000000000e+02,1.317273600000000151e+05,1.062565459244456667e+00
4.030000000000000000e+02,1.320550400000000081e+05,1.665671391799964596e+00
4.040000000000000000e+02,1.323827200000000012e+05,7.267474039166980093e-01
4.050000000000000000e+02,1.327103999999999942e+05,-7.912270302531859700e-01
4.060000000000000000e+02,1.330380800000000163e+05,-1.638747004618879677e+00
4.070000000000000000e+02,1.333657600000000093e+05,-9.988955285458341882e-01
4.080000000000000000e+02,1.336934400000000023e+05,2.538885665627324539e-01
4.090000000000000000e+02,1.340211199999999953e+05,-2.995160185666552732e-01
4.100000000000000000e+02,1.343487999999999884e+05,-1.896126919259443433e+00
4.110000000000000000e+02,1.346764800000000105e+05,-3.144541542271505730e+00
4.120000000000000000e+02,1.350041600000000035e+05,-3.047156231936001713e+00
4.130000000000000000e+02,1.353318399999999965e+05,-2.016162759680108163e+00
4.140000000000000000e+02,1.356595199999999895e+05,-1.577440430147422967e+00
4.150000000000000000e+02,1.359872000000000116e+05,-2.763166284954720719e+00
4.160000000000000000e+02,1.363148800000000047e+05,-3.956105667891666844e+00
4.170000000000000000e+02,1.366425599999999977e+05,-4.147532345365442019e+00
4.180000000000000000e+02,1.369702399999999907e+05,-3.276858812574432900e+00
4.190000000000000000e+02,1.372979200000000128e+05,-2.742980358201366098e+00
4.200000000000000000e+02,1.376256000000000058e+05,-3.660582910245744781e+00
4.210000000000000000e+02,1.379532799999999988e+05,-4.915714282075447805e+00
4.220000000000000000e+02,1.382809599999999919e+05,-5.607786506727638454e+00
4.230000000000000000e+02,1.386086400000000140e+05,-5.003455319931777723e+00
4.240000000000000000e+02,1.389363200000000070e+05,-4.465593942292610308e+00
4.250000000000000000e+02,1.392640000000000000e+05,-4.814461321807038452e+00
4.260000000000000000e+02,1.395916799999999930e+05,-5.712958182039866273e+00
4.270000000000000000e+02,1.399193600000000151e+05,-5.857749571170409730e+00
4.280000000000000000e+02,1.402470400000000081e+05,-5.144255905080350466e+00
4.290000000000000000e+02,1.405747200000000012e+05,-4.749150726771580899e+00
4.300000000000000000e+02,1.409023999999999942e+05,-5.249885581284406300e+00
4.310000000000000000e+02,1.412300800000000163e+05,-6.015332782931829492e+00
4.320000000000000000e+02,1.415577600000000093e+05,-5.797075261348859421e+00
4.330000000000000000e+02,1.418854400000000023e+05,-4.375615554150365405e+00
4.340000000000000000e+02,1.422131199999999953e+05,-3.385014659523898128e+00
4.350000000000000000e+02,1.425408000000000175e+05,-3.769221239902675880e+00
4.360000000000000000e+02,1.428684800000000105e+05,-3.915831037975696205e+00
4.370000000000000000e+02,1.431961600000000035e+05,-2.906357514118697249e+00
4.380000000000000000e+02,1.435238399999999965e+05,-1.658714555531265455e+00
4.390000000000000000e+02,1.438515199999999895e+05,-1.587398061169446484e+00
4.400000000000000000e+02,1.441792000000000116e+05,-2.434042834341697326e+00
4.410000000000000000e+02,1.445068800000000047e+05,-2.677578130820190694e+00
4.420000000000000000e+02,1.448345599999999977e+05,-1.824958405156142272e+00
4.430000000000000000e+02,1.451622399999999907e+05,-8.071667194124015898e-01
4.440000000000000000e+02,1.454899200000000128e+05,-4.690940177794485355e-01
4.450000000000000000e+02,1.458176000000000058e+05,-1.515373959610015531e+00
4.460000000000000000e+02,1.461452799999999988e+05,-1.928265965918260827e+00
4.470000000000000000e+02,1.464729599999999919e+05,-1.549563070570716405e+00
4.480000000000000000e+02,1.468006400000000140e+05,-9.347622524073635475e-01
4.490000000000000000e+02,1.471283200000000070e+05,-5.476280835446220019e-01
4.500000000000000000e+02,1.474560000000000000e+05,-1.130048909211788244e+00
4.510000000000000000e+02,1.477836799999999930e+05,-1.609541355436042265e+00
4.520000000000000000e+02,1.481113600000000151e+05,-1.483128366465138015e+00
4.530000000000000000e+02,1.484390400000000081e+05,-6.875529135096117850e-01
4.540000000000000000e+02,1.487667200000000012e+05,-1.350562375597794684e-01
4.550000000000000000e+02,1.490943999999999942e+05,-1.201927161055176968e-01
4.560000000000000000e+02,1.494220800000000163e+05,-1.925130482978560098e-01
4.570000000000000000e+02,1.497497600000000093e+05,-8.876932626113080704e-02
4.580000000000000000e+02,1.500774400000000023e+05,2.405406117383425413e-01
4.590000000000000000e+02,1.504051199999999953e+05,2.262314142083197976e-01
4.600000000000000000e+02,1.507328000000000175e+05,4.825198701364413201e-01
4.610000000000000000e+02,1.510604800000000105e+05,4.190251817434272330e-01
4.620000000000000000e+02,1.513881600000000035e+05,5.741075753316412511e-01
4.630000000000000000e+02,1.517158399999999965e+05,1.036431814698863585e+00
4.640000000000000000e+02,1.520435199999999895e+05,6.558167516624644477e-01
4.650000000000000000e+02,1.523712000000000116e+05,5.558099539696886859e-01
4.660000000000000000e+02,1.526988800000000047e+05,1.864744262666192254e-01
4.670000000000000000e+02,1.530265599999999977e+05,4.163938853074791169e-01
4.680000000000000000e+02,1.533542399999999907e+05,9.527281544819610204e-01
4.690000000000000000e+02,1.536819200000000128e+05,9.088588252455531702e-01
4.700000000000000000e+02,1.540096000000000058e+05,4.873809424966196180e-01
4.710000000000000000e+02,1.543372799999999988e+05,-8.090166452641896211e-02
4.720000000000000000e+02,1.546649599999999919e+05,-5.516575487936270505e-01
4.730000000000000000e+02,1.549926400000000140e+05,-4.793159415921660060e-01
4.740000000000000000e+02,1.553203200000000070e+05,-8.313774252013900190e-01
4.750000000000000000e+02,1.556480000000000000e+05,-1.319165162287742499e+00
4.760000000000000000e+02,1.559756799999999930e+05,-1.904892274347878889e+00
4.770000000000000000e+02,1.563033600000000151e+05,-2.585633461623924934e+00
4.780000000000000000e+02,1.566310400000000081e+05,-2.747172859898324049e+00
4.790000000000000000e+02,1.569587200000000012e+05,-2.902970339345279260e+00
4.800000000000000000e+02,1.572863999999999942e+05,-2.365608582966761464e+00
4.810000000000000000e+02,1.576140800000000163e+05,-2.573423854284349055e+00
4.820000000000000000e+02,1.579417600000000093e+05,-3.111908037515134229e+00
4.830000000000000000e+02,1.582694400000000023e+05,-3.784828655346585524e+00
4.840000000000000000e+02,1.585971199999999953e+05,-3.400973199547222325e+00
4.850000000000000000e+02,1.589248000000000175e+05,-2.646594095220122789e+00
4.860000000000000000e+02,1.592524800000000105e+05,-2.548691482029372679e+00
4.870000000000000000e+02,1.595801600000000035e+05,-2.818307897431536535e+00
4.880000000000000000e+02,1.599078399999999965e+05,-2.931952459982650083e+00
4.890000000000000000e+02,1.602355199999999895e+05,-2.490909033724716171e+00
4.900000000000000000e+02,1.605632000000000116e+05,-2.236588419682378870e+00
4.910000000000000000e+02,1.608908800000000047e+05,-2.202372848477984757e+00
4.920000000000000000e+02,1.612185599999999977e+05,-2.631199413537226306e+00
4.930000000000000000e+02,1.615462399999999907e+05,-2.703301970305270530e+00
4.940000000000000000e+02,1.618739200000000128e+05,-2.600251802117270028e+00
4.950000000000000000e+02,1.622016000000000058e+05,-2.688971150368331120e+00
4.960000000000000000e+02,1.625292799999999988e+05,-2.930998191390751018e+00
4.970000000000000000e+02,1.628569599999999919e+05,-3.172364514868168062e+00
4.980000000000000000e+02,1.631846400000000140e+05,-3.297945008747570128e+00
4.990000000000000000e+02,1.635123200000000070e+05,-3.498562617230466021e+00
5.000000000000000000e+02,1.638400000000000000e+05,-3.655605892866382600e+00
5.010000000000000000e+02,1.641676799999999930e+05,-3.532507421896612154e+00
5.020000000000000000e+02,1.644953600000000151e+05,-1.972127922634292263e+00
5.030000000000000000e+02,1.648230400000000081e+05,8.032389043720543631e-01
5.040000000000000000e+02,1.651507200000000012e+05,4.823598023887138986e+00
5.050000000000000000e+02,1.654783999999999942e+05,9.861911200384518850e+00
5.060000000000000000e+02,1.658060800000000163e+05,1.464212153272156947e+01
5.070000000000000000e+02,1.661337600000000093e+05,1.897167312932793948e+01
5.080000000000000000e+02,1.664614400000000023e+05,2.308619015980381661e+01
5.090000000000000000e+02,1.667891199999999953e+05,2.681417343062114256e+01
5.100000000000000000e+02,1.671168000000000175e+05,2.988409250415006113e+01
5.110000000000000000e+02,1.674444800000000105e+05,3.070506368641419570e+01
