elapsed_ms,actual_interval_ms,encoder,delta_counts,command_speed_hz,reference_speed_hz,actual_speed_hz,position_error_arcsec
2000295,83.97648599930108,16222501,-36.0,59.42,59.42,65.41312126999121,260.6970522815372
2000379,84.08937700005481,16222459,-42.0,59.42,59.42,76.21285392857439,260.33961431085766
2000462,83.55112100070983,16222432,-27.0,59.42,59.42,49.30960826773346,260.55343774711383
2000546,83.52584800013574,16222397,-35.0,59.42,59.42,63.939203249589525,260.4578905815505
2000630,83.50950199928775,16222362,-35.0,59.42,59.42,63.951718595095315,260.36209756089653
2000713,83.49032600017381,16222332,-30.0,59.42,59.42,54.828348840564715,260.4591351691047
2000797,83.53205200000957,16222296,-36.0,59.42,59.42,65.76115312598056,260.3250575061503
2000880,83.5377889998199,16222262,-34.0,59.42,59.42,62.103490448630204,260.2683137512461
2000964,83.45240800008469,16222226,-36.0,59.42,59.42,65.82391322362352,260.1330381877776
2001047,83.46965599957912,16222203,-23.0,59.42,59.42,42.04547679449759,260.5001315736673
2001130,83.45744500002183,16222166,-37.0,59.42,59.42,67.64827215982376,260.32630796032635
2001214,83.47593700091238,16222148,-18.0,59.42,59.42,32.90267986114346,260.8866148658666
2001297,83.49788799932867,16222115,-33.0,59.42,59.42,60.30572163292903,260.8678947822975
2001381,83.4267970003566,16222087,-28.0,59.42,59.42,51.21209360922412,261.04122449030115
2001464,83.41922299950966,16222059,-28.0,59.42,59.42,51.216743382099274,261.2144402801249
2001548,83.42320300107531,16222028,-31.0,59.42,59.42,56.701546322957995,261.27184450246506
2001631,83.405565999783,16221999,-29.0,59.42,59.42,53.054598635977285,261.40623107180926
2001715,83.47317799962184,16221976,-23.0,59.42,59.42,42.043702761513394,261.77337743100105
2001798,83.52792000005138,16221953,-23.0,59.42,59.42,42.01614842525519,262.1413471475144
2001882,83.5002549993078,16221924,-29.0,59.42,59.42,52.99443490515907,262.27715790451015
2001965,83.4885550011677,16221899,-25.0,59.42,59.42,45.691259904685694,262.567287924748
2002049,83.52787399962835,16221876,-23.0,59.42,59.42,42.016171564364434,262.9352569493833
2002132,83.45835599902784,16221849,-27.0,59.42,59.42,49.364416511187805,263.14768513623824
